Timestamp,Frame#,InferenceTime(ms),Flood_Lat,Flood_Lon
2025-10-28 11:36:28,471,11.10,12.97159,77.59459
2025-10-28 11:36:28,472,11.10,12.97159,77.59459
2025-10-28 11:36:28,473,11.37,12.97159,77.59459
2025-10-28 11:36:28,474,11.29,12.97159,77.59459
2025-10-28 11:36:28,475,11.16,12.97159,77.59459
2025-10-28 11:36:29,476,11.15,12.97159,77.59459
2025-10-28 11:36:29,477,11.17,12.97159,77.59459
2025-10-28 11:36:29,478,11.11,12.97159,77.59459
2025-10-28 11:36:29,479,11.14,12.97159,77.59459
2025-10-28 11:36:29,480,11.12,12.97159,77.59459
2025-10-28 11:36:29,481,11.14,12.97159,77.59459
2025-10-28 11:36:29,482,11.14,12.97159,77.59459
2025-10-28 11:36:29,483,11.16,12.97159,77.59459
2025-10-28 11:36:29,484,11.14,12.97159,77.59459
2025-10-28 11:36:29,485,11.46,12.97159,77.59459
2025-10-28 11:36:29,486,11.14,12.97159,77.59459
2025-10-28 11:36:29,487,11.13,12.97159,77.59459
2025-10-28 11:36:29,488,11.12,12.97159,77.59459
2025-10-28 11:36:29,489,11.40,12.97159,77.59459
2025-10-28 11:36:29,490,11.20,12.97159,77.59459
2025-10-28 11:36:29,491,11.16,12.97159,77.59459
2025-10-28 11:36:29,492,11.19,12.97159,77.59459
2025-10-28 11:36:29,493,11.14,12.97159,77.59459
2025-10-28 11:36:29,494,11.14,12.97159,77.59459
2025-10-28 11:36:29,495,11.11,12.97159,77.59459
2025-10-28 11:36:29,496,11.36,12.97159,77.59459
2025-10-28 11:36:29,497,11.34,12.97159,77.59459
2025-10-28 11:36:29,498,11.37,12.97159,77.59472
2025-10-28 11:36:29,499,11.22,12.97159,77.59471
2025-10-28 11:36:29,500,11.21,12.97159,77.59469
2025-10-28 11:36:29,501,11.18,12.97159,77.59459
2025-10-28 11:36:29,502,11.15,12.97159,77.59459
2025-10-28 11:36:29,503,11.11,12.97159,77.59459
2025-10-28 11:36:29,504,11.17,12.97159,77.59459
2025-10-28 11:36:29,505,11.42,12.97159,77.59459
2025-10-28 11:36:29,506,11.35,12.97159,77.59459
2025-10-28 11:36:29,507,11.46,12.97159,77.59459
2025-10-28 11:36:29,508,11.48,12.97159,77.59459
2025-10-28 11:36:29,509,11.14,12.97159,77.59459
2025-10-28 11:36:29,510,11.43,12.97159,77.59459
2025-10-28 11:36:29,511,11.41,12.97159,77.59459
2025-10-28 11:36:29,512,11.14,12.97159,77.59459
2025-10-28 11:36:29,513,11.42,12.97159,77.59459
2025-10-28 11:36:29,514,11.33,12.97159,77.59451
2025-10-28 11:36:29,515,11.22,12.97159,77.59440
2025-10-28 11:36:29,516,11.17,12.97159,77.59444
2025-10-28 11:36:29,517,11.18,12.97159,77.59440
2025-10-28 11:36:30,518,11.17,12.97159,77.59446
2025-10-28 11:36:30,519,11.48,12.97159,77.59438
2025-10-28 11:36:30,520,11.24,12.97159,77.59427
2025-10-28 11:36:30,521,11.37,12.97159,77.59436
2025-10-28 11:36:30,522,11.09,12.97159,77.59422
2025-10-28 11:36:30,523,11.15,12.97159,77.59420
2025-10-28 11:36:30,524,11.16,12.97159,77.59426
2025-10-28 11:36:30,525,11.13,12.97159,77.59426
2025-10-28 11:36:30,526,11.17,12.97159,77.59431
2025-10-28 11:36:30,527,11.10,12.97159,77.59426
2025-10-28 11:36:30,528,11.20,12.97159,77.59427
2025-10-28 11:36:30,529,11.12,12.97159,77.59459
2025-10-28 11:36:30,530,11.18,12.97159,77.59459
2025-10-28 11:36:30,531,11.05,12.97159,77.59459
2025-10-28 11:36:30,532,10.96,12.97159,77.59459
2025-10-28 11:36:30,533,11.15,12.97159,77.59459
2025-10-28 11:36:30,534,11.35,12.97159,77.59459
2025-10-28 11:36:30,535,13.26,12.97159,77.59459
2025-10-28 11:36:30,536,11.35,12.97159,77.59459
2025-10-28 11:36:30,537,11.40,12.97159,77.59459
2025-10-28 11:36:30,538,11.36,12.97159,77.59459
2025-10-28 11:36:30,539,11.39,12.97159,77.59459
2025-10-28 11:36:30,540,11.07,12.97159,77.59459
2025-10-28 11:36:30,541,11.31,12.97159,77.59459
2025-10-28 11:36:30,542,11.29,12.97159,77.59459
2025-10-28 11:36:30,543,11.31,12.97159,77.59459
2025-10-28 11:36:30,544,11.05,12.97159,77.59459
2025-10-28 11:36:30,545,11.08,12.97159,77.59459
2025-10-28 11:36:30,546,11.05,12.97159,77.59459
2025-10-28 11:36:30,547,11.04,12.97159,77.59459
2025-10-28 11:36:30,548,11.05,12.97159,77.59459
2025-10-28 11:36:30,549,11.24,12.97159,77.59459
2025-10-28 11:36:30,550,11.37,12.97159,77.59459
2025-10-28 11:36:30,551,11.37,12.97159,77.59459
2025-10-28 11:36:30,552,11.27,12.97159,77.59459
2025-10-28 11:36:30,553,11.29,12.97159,77.59459
2025-10-28 11:36:30,554,11.28,12.97159,77.59459
2025-10-28 11:36:30,555,11.27,12.97159,77.59459
2025-10-28 11:36:30,556,11.12,12.97159,77.59459
2025-10-28 11:36:30,557,11.06,12.97159,77.59459
2025-10-28 11:36:30,558,11.11,12.97159,77.59459
2025-10-28 11:36:30,559,11.07,12.97159,77.59459
2025-10-28 11:36:31,560,11.20,12.97159,77.59459
2025-10-28 11:36:31,561,11.16,12.97159,77.59459
2025-10-28 11:36:31,562,11.08,12.97159,77.59459
2025-10-28 11:36:31,563,11.05,12.97159,77.59459
2025-10-28 11:36:31,564,10.97,12.97159,77.59459
2025-10-28 11:36:31,565,11.22,12.97159,77.59459
2025-10-28 11:36:31,566,10.98,12.97159,77.59459
2025-10-28 11:36:31,567,10.94,12.97159,77.59459
2025-10-28 11:36:31,568,11.21,12.97159,77.59459
2025-10-28 11:36:31,569,11.13,12.97159,77.59459
2025-10-28 11:36:31,570,11.05,12.97159,77.59459
2025-10-28 11:36:31,571,11.26,12.97159,77.59459
2025-10-28 11:36:31,572,11.27,12.97159,77.59459
2025-10-28 11:36:31,573,11.30,12.97159,77.59459
2025-10-28 11:36:31,574,11.32,12.97159,77.59459
2025-10-28 11:36:31,575,11.34,12.97159,77.59459
2025-10-28 11:36:31,576,11.11,12.97159,77.59459
2025-10-28 11:36:31,577,11.33,12.97159,77.59459
2025-10-28 11:36:31,578,11.16,12.97159,77.59459
2025-10-28 11:36:31,579,11.30,12.97159,77.59459
2025-10-28 11:36:31,580,11.10,12.97159,77.59459
2025-10-28 11:36:31,581,11.34,12.97159,77.59459
2025-10-28 11:36:31,582,11.08,12.97159,77.59459
2025-10-28 11:36:31,583,11.08,12.97159,77.59459
2025-10-28 11:36:31,584,11.25,12.97159,77.59459
2025-10-28 11:36:31,585,12.20,12.97159,77.59459
2025-10-28 11:36:31,586,11.33,12.97159,77.59459
2025-10-28 11:36:31,587,11.35,12.97159,77.59459
2025-10-28 11:36:31,588,11.04,12.97159,77.59459
2025-10-28 11:36:31,589,11.04,12.97159,77.59459
